ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1797,"Blanchon, Paul; Eisenhauer, Anton; Fietzke, Jan; Liebetrau, Volker",Rapid sea-level rise and reef back-stepping at the close of the last interglacial highstand,NATURE,U-SERIES; CORAL-REEFS; PRECISE; EVENT; DURATION; SYSTEM; RECORD; RATES,"Widespread evidence of a +4-6-m sea-level highstand during the last interglacial period (Marine Isotope Stage 5e) has led to warnings that modern ice sheets will deteriorate owing to global warming and initiate a rise of similar magnitude by AD 2100 (ref. 1). The rate of this projected rise is based on ice-sheet melting simulations and downplays discoveries of more rapid ice loss(2,3). Knowing the rate at which sea level reached its highstand during the last interglacial period is fundamental in assessing if such rapid ice-loss processes could lead to future catastrophic sea-level rise. The best direct record of sea level during this highstand comes from well-dated fossil reefs in stable areas(4-6). However, this record lacks both reef-crest development up to the full highstand elevation, as inferred(7) from widespread intertidal indicators at +6m, and a detailed chronology, owing to the difficulty of replicating U-series ages on submillennial timescales(8). Here we present a complete reef-crest sequence for the last interglacial highstand and its U-series chronology from the stable northeast Yucatan peninsula, Mexico. We find that reef development during the highstand was punctuated by reef-crest demise at +3m and back-stepping to +6m. The abrupt demise of the lower-reef crest, but continuous accretion between the lower-lagoonal unit and the upper-reef crest, allows us to infer that this back-stepping occurred on an ecological timescale and was triggered by a 2-3-m jump in sea level. Using strictly reliable Th-230 ages of corals from the upper-reef crest, and improved stratigraphic screening of coral ages from other stable sites, we constrain this jump to have occurred similar to 121 kyr ago and conclude that it supports an episode of ice-sheet instability during the terminal phase of the last interglacial period.","[Blanchon, Paul] Univ Nacl Autonoma Mexico, Inst Marine & Limnol Sci, Cancun, Quintana Roo, Mexico; [Eisenhauer, Anton; Fietzke, Jan; Liebetrau, Volker] IFM GEOMAR, Leibniz Inst Marine Sci, D-24148 Kiel, Germany",124,10.1038/nature07933,2009
1798,"Pennisi, Elizabeth",CORAL REEFS Calcification Rates Drop in Australian Reefs,SCIENCE,,,,1,10.1126/science.323.5910.27,2009
1799,"De'ath, Glenn; Lough, Janice M.; Fabricius, Katharina E.",Declining Coral Calcification on the Great Barrier Reef,SCIENCE,OCEAN ACIDIFICATION; MASSIVE PORITES; CLIMATE-CHANGE; TEMPERATURE; GROWTH; VARIABILITY; CENTURIES; SEAWATER; DENSITY; CARBON,"Reef- building corals are under increasing physiological stress from a changing climate and ocean absorption of increasing atmospheric carbon dioxide. We investigated 328 colonies of massive Porites corals from 69 reefs of the Great Barrier Reef ( GBR) in Australia. Their skeletal records show that throughout the GBR, calcification has declined by 14.2% since 1990, predominantly because extension ( linear growth) has declined by 13.3%. The data suggest that such a severe and sudden decline in calcification is unprecedented in at least the past 400 years. Calcification increases linearly with increasing large- scale sea surface temperature but responds nonlinearly to annual temperature anomalies. The causes of the decline remain unknown; however, this study suggests that increasing temperature stress and a declining saturation state of seawater aragonite may be diminishing the ability of GBR corals to deposit calcium carbonate.","[De'ath, Glenn; Lough, Janice M.; Fabricius, Katharina E.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia",382,10.1126/science.1165283,2009
1800,"Sieh, Kerry; Natawidjaja, Danny H.; Meltzner, Aron J.; Shen, Chuan-Chou; Cheng, Hai; Li, Kuei-Shu; Suwargadi, Bambang W.; Galetzka, John; Philibosian, Belle; Edwards, R. Lawrence",Earthquake Supercycles Inferred from Sea-Level Changes Recorded in the Corals of West Sumatra,SCIENCE,NIAS-SIMEULUE EARTHQUAKE; ANDAMAN EARTHQUAKE; SUNDA MEGATHRUST; DEFORMATION; AFTERSLIP; SLIP,"Records of relative sea- level change extracted from corals of the Mentawai islands, Sumatra, imply that this 700- kilometer- long section of the Sunda megathrust has generated broadly similar sequences of great earthquakes about every two centuries for at least the past 700 years. The moment magnitude 8.4 earthquake of September 2007 represents the first in a series of large partial failures of the Mentawai section that will probably be completed within the next several decades.","[Sieh, Kerry; Meltzner, Aron J.; Galetzka, John; Philibosian, Belle] CALTECH, Tecton Observ, Pasadena, CA 91125 USA; [Natawidjaja, Danny H.; Suwargadi, Bambang W.] Indonesian Inst Sci, Res Ctr Geotechnol, Bandung, Indonesia; [Shen, Chuan-Chou; Li, Kuei-Shu] Natl Taiwan Univ, Dept Geosci, Taipei 10764, Taiwan; [Cheng, Hai; Edwards, R. Lawrence] Univ Minnesota, Dept Geol & Geophys, Minneapolis, MN 55455 USA",176,10.1126/science.1163589,2008
1801,"Dodge, Richard E.; Birkeland, Charles; Hatziolos, Marea; Kleypas, Joan; Palumbi, Stephen R.; Hoegh-Guldberg, Ove; Van Woesik, Rob; Ogden, John C.; Aronson, Richard B.; Causey, Billy D.; Staub, Francis",A call to action for coral reefs,SCIENCE,,,"[Dodge, Richard E.] Nova SE Univ, Oceanog Ctr, Dania, FL 33004 USA; [Birkeland, Charles] Univ Hawaii, Dept Zool, Honolulu, HI 96822 USA; [Hatziolos, Marea] World Bank, Washington, DC 20433 USA; [Kleypas, Joan] Natl Ctr Atmospher Res, Inst Study Soc & Environm, Boulder, CO 80307 USA; [Palumbi, Stephen R.] Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; [Hoegh-Guldberg, Ove] Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia; [Van Woesik, Rob] Florida Inst Technol, Dept Sci Biol, Melbourne, FL 32901 USA; [Ogden, John C.] Florida Inst Oceanog, St Petersburg, FL 33701 USA; [Aronson, Richard B.] Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USA; [Causey, Billy D.] Natl Marine Sanctuary Program, Key West, FL 33040 USA; [Staub, Francis] Int Year Reef Coordinator, Bethesda, MD 20814 USA",10,,2008
1802,"Lee, Dong-Sun; Nioche, Pierre; Hamberg, Mats; Raman, C. S.",Structural insights into the evolutionary paths of oxylipin biosynthetic enzymes,NATURE,ALLENE OXIDE SYNTHASE; LIPOXYGENASE FUSION PROTEIN; HYDROPEROXIDE LYASE; FATTY-ACID; METHYLOBACTERIUM-NODULANS; SIGNAL-TRANSDUCTION; CYTOCHROME-P450; IDENTIFICATION; ARABIDOPSIS; PURIFICATION,"The oxylipin pathway generates not only prostaglandin- like jasmonates but also green leaf volatiles ( GLVs), which confer characteristic aromas to fruits and vegetables. Although allene oxide synthase ( AOS) and hydroperoxide lyase are atypical cytochrome P450 family members involved in the synthesis of jasmonates and GLVs, respectively, it is unknown how these enzymes rearrange their hydroperoxide substrates into different products. Here we present the crystal structures of Arabidopsis thaliana AOS, free and in complex with substrate or intermediate analogues. The structures reveal an unusual active site poised to control the reactivity of an epoxyallylic radical and its cation by means of interactions with an aromatic pi- system. Replacing the amino acid involved in these steps by a non- polar residue markedly reduces AOS activity and, unexpectedly, is both necessary and sufficient for converting AOS into a GLV biosynthetic enzyme. Furthermore, by combining our structural data with bioinformatic and biochemical analyses, we have discovered previously unknown hydroperoxide lyase in plant growth- promoting rhizobacteria, AOS in coral, and epoxyalcohol synthase in amphioxus. These results indicate that oxylipin biosynthetic genes were present in the last common ancestor of plants and animals, but were subsequently lost in all metazoan lineages except Placozoa, Cnidaria and Cephalochordata.","[Lee, Dong-Sun; Raman, C. S.] Univ Texas Houston, Sch Med, Dept Biochem & Mol Biol, Houston, TX 77030 USA; [Nioche, Pierre] Univ Paris 05, INSERM, UMR S 747, F-75270 Paris 06, France; [Hamberg, Mats] Karolinska Inst, Div Physiol Chem 2, Dept Med Biochem & Biophys, S-17177 Stockholm, Sweden",155,10.1038/nature07307,2008
1803,"Renema, W.; Bellwood, D. R.; Braga, J. C.; Bromfield, K.; Hall, R.; Johnson, K. G.; Lunt, P.; Meyer, C. P.; McMonagle, L. B.; Morley, R. J.; O'Dea, A.; Todd, J. A.; Wesselingh, F. P.; Wilson, M. E. J.; Pandolfi, J. M.",Hopping hotspots: Global shifts in marine Biodiversity,SCIENCE,INDO-PACIFIC; MOLECULAR SYSTEMATICS; CORAL-REEFS; BIOGEOGRAPHY; DIVERSITY; DIVERSIFICATION; EVOLUTION; PATTERNS; ORIGINS; ECOSYSTEMS,"Hotspots of high species diversity are a prominent feature of modern global biodiversity patterns. Fossil and molecular evidence is starting to reveal the history of these hotspots. There have been at least three marine biodiversity hotspots during the past 50 million years. They have moved across almost half the globe, with their timing and locations coinciding with major tectonic events. The birth and death of successive hotspots highlights the link between environmental change and biodiversity patterns. The antiquity of the taxa in the modern Indo- Australian Archipelago hotspot emphasizes the role of pre- Pleistocene events in shaping modern diversity patterns.","[Renema, W.; Wesselingh, F. P.] Natl Museum Nat Hist, NL-2300 RA Leiden, Netherlands; [Bellwood, D. R.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; [Braga, J. C.] Univ Granada, Dept Estratig & Paleontol, Granada 18002, Spain; [Renema, W.; Bromfield, K.; Pandolfi, J. M.] Univ Queensland, Australian Res Council Ctr Excellence Coral Reef, Ctr Marine Studies, Brisbane, Qld 4072, Australia; [Hall, R.; Morley, R. J.] Univ London Royal Holloway & Bedford New Coll, SE Asia Res Grp, Egham TW20 0EX, Surrey, England; [Johnson, K. G.; McMonagle, L. B.; Todd, J. A.] Nat Hist Museum, Dept Paleontol, London SW7 5BD, England; [Lunt, P.] Murphy Oil, Kuala Lumpur 50088, Malaysia; [Meyer, C. P.] Smithsonian Inst, Natl Museum Nat Hist, Washington, DC 20013 USA; [McMonagle, L. B.] Univ Durham, Dept Earth Sci, Durham DH1 3LE, England; [Morley, R. J.] Palynova, Littleport CB6 1PY, England; [O'Dea, A.] Smithsonian Trop Res Inst, Balboa, Panama; [Wilson, M. E. J.] Curtin Univ Technol, Dept Appl Geol, Perth, WA 6845, Australia",233,10.1126/science.1155674,2008
1804,"Carpenter, Kent E.; Abrar, Muhammad; Aeby, Greta; Aronson, Richard B.; Banks, Stuart; Bruckner, Andrew; Chiriboga, Angel; Cortes, Jorge; Delbeek, J. Charles; DeVantier, Lyndon; Edgar, Graham J.; Edwards, Alasdair J.; Fenner, Douglas; Guzman, Hector M.; Hoeksema, Bert W.; Hodgson, Gregor; Johan, Ofri; Licuanan, Wilfredo Y.; Livingstone, Suzanne R.; Lovell, Edward R.; Moore, Jennifer A.; Obura, David O.; Ochavillo, Domingo; Polidoro, Beth A.; Precht, William F.; Quibilan, Miledel C.; Reboton, Clarissa; Richards, Zoe T.; Rogers, Alex D.; Sanciangco, Jonnell; Sheppard, Anne; Sheppard, Charles; Smith, Jennifer; Stuart, Simon; Turak, Emre; Veron, John E. N.; Wallace, Carden; Weil, Ernesto; Wood, Elizabeth",One-third of reef-building corals face elevated extinction risk from climate change and local impacts,SCIENCE,ECOSYSTEMS; DISEASE,"The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.","[Carpenter, Kent E.; Livingstone, Suzanne R.; Polidoro, Beth A.; Sanciangco, Jonnell; Smith, Jennifer] Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk, VA 23529 USA; [Abrar, Muhammad] Indonesian Inst Sci, Res Ctr Oceanog, Jakarta, Indonesia; [Aeby, Greta] Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA; [Aronson, Richard B.] Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USA; [Banks, Stuart] Charles Darwin Res Stn Puerto Ayora, Santa Cruz, Galapagos, Ecuador; [Bruckner, Andrew] NOAA Fisheries, Silver Spring, MD 20910 USA; [Bruckner, Andrew] NOAA Coral Reef Conservat Program, Silver Spring, MD 20910 USA; [Chiriboga, Angel] Brown Univ, Providence, RI 02912 USA; [Cortes, Jorge] Univ Costa Rica, Ctr Invest Ciencias Mar & Limnol CIMAR, San Jose, Costa Rica; [Delbeek, J. Charles] Univ Hawaii Manoa, Waikiki Aquarium, Honolulu, HI 96822 USA; [DeVantier, Lyndon; Turak, Emre; Veron, John E. N.] Coral Reef Res, Townsville, Qld 4811, Australia; [Edgar, Graham J.] CI, CABS, Arlington, VA 22202 USA; [Edgar, Graham J.] Univ Tasmania, Tasmanian Aquaculture & Fisheries Inst, Hobart, Tas 7011, Australia; [Edwards, Alasdair J.] Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; [Fenner, Douglas] Dept Marine & Wildlife Resources, Pago Pago, AS USA; [Guzman, Hector M.] Smithsonian Trop Res Inst, Balboa 084303092, Panama; [Hoeksema, Bert W.] Natl Museum Nat Hist Naturalis, NL-2333 AA Leiden, Netherlands; [Hodgson, Gregor] Reef Check Fdn, Pacific Palisades, CA 90272 USA; [Johan, Ofri] Res Ctr Aquaculture, Jakarta, Indonesia; [Licuanan, Wilfredo Y.] De La Salle Univ, Dept Biol, Manila, Philippines; [Licuanan, Wilfredo Y.] De La Salle Univ, Shields Marine Stn, Manila, Philippines; [Lovell, Edward R.] Univ S Pacific, Sch Marine Studies, Suva, Fiji; [Moore, Jennifer A.] NOAA, Fisheries Serv, Protected Resources Div, St Petersburg, FL 33701 USA; [Obura, David O.] CORDIO E Africa, Mombasa, Kenya; [Ochavillo, Domingo] Reef Check Philippines, Manila, Philippines; [Precht, William F.] NOAA, Florida Keys Natl Marine Sanctuary, Damage Assessment & Restorat Program, Key Largo, FL 33040 USA; [Quibilan, Miledel C.] CI Philippines, Sulu Sulawesi Seascape Program, Quezon City, Philippines; [Reboton, Clarissa] Silliman Univ, Inst Environm & Marine Sci, Dumaguete, Philippines; [Richards, Zoe T.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Rogers, Alex D.] Zool Soc London, Inst Zool, London NW1 4RY, England; [Sheppard, Anne; Sheppard, Charles] Univ Warwick, Dept Biol Sci, Coventry CV4 7AL, W Midlands, England; [Stuart, Simon] Conservat Int, IUCN SSC, Norfolk, VA 23529 USA; [Stuart, Simon] Conservat Int, CI CABS Biodivers Assessment Unit, Norfolk, VA 23529 USA; [Wallace, Carden] Museum Trop Queensland, Townsville, Qld 4810, Australia; [Weil, Ernesto] Univ Puerto Rico, Dept Marine Sci, Lajas, PR USA; [Wood, Elizabeth] Marine Conservat Soc, Ross On Wye, Herts, England",602,10.1126/science.1159196,2008
1805,"Hand, Eric",Coral isotopes show quake history,NATURE,,,,0,10.1038/454378a,2008
1806,"Hoegh-Guldberg, O.; Hughes, L.; McIntyre, S.; Lindenmayer, D. B.; Parmesan, C.; Possingham, H. P.; Thomas, C. D.",Assisted colonization and rapid climate change,SCIENCE,EVOLUTIONARY RESPONSES; CORAL-REEFS; CONSEQUENCES; FORESTS; DEBATE; ERA,,"[Hoegh-Guldberg, O.] Univ Queensland, Ctr Marine Studies, Australian Res Council Ctr Excellence Reef Studie, St Lucia, Qld 4072, Australia; [Hoegh-Guldberg, O.] Univ Queensland, Coral Reef Targeted Res Project, St Lucia, Qld 4072, Australia; [Hughes, L.] Macquarie Univ, Sch Biol Sci, N Ryde, NSW 2109, Australia; [McIntyre, S.] CSIRO Sustainable Ecosyst, Canberra, ACT 2601, Australia; [Lindenmayer, D. B.] Australian Natl Univ, Fenner Sch Environm & Soc, Canberra, ACT 0200, Australia; [Parmesan, C.] Univ Texas Austin, Austin, TX 78712 USA; [Possingham, H. P.] Univ Queensland, Ctr Ecol, Ctr Appl Environm Decis Anal, Brisbane, Qld 4072, Australia; [Thomas, C. D.] Univ York, Dept Biol, York YO10 5YW, N Yorkshire, England",443,10.1126/science.1157897,2008
